concept,concept2,distance_common,distance_first_quartile,n_titles,total_count
Cytosine,Purine,-0.3,0.0,1.0,57.0
Cytosine,Pyrimidine,-0.3,0.0,1.0,64.0
Cytosine,RNA,-0.28,0.0,1.0,64.0
Cytosine,Restriction_enzyme,-0.26,0.04,1.0,64.0
Cytosol,Adenosine_triphosphate,-0.72,0.04,1.0,78.0
Cytosol,Carbon_dioxide,0.08,0.04,1.0,78.0
Cytosol,Carotenoid,-0.42,0.08,1.0,60.0
Cytosol,Cell_membrane,-0.76,0.0,1.0,78.0
Cytosol,Cellular_respiration,-0.72,0.04,1.0,60.0
Cytosol,Chlorophyll,-0.7,0.08,1.0,78.0
Cytosol,Enzyme,-0.74,0.04,1.0,78.0
Cytosol,Glycolysis,-0.72,0.06,1.0,78.0
Cytosol,Hydrogen_ion,-0.72,0.06,1.0,78.0
Cytosol,Ion,0.1,0.06,1.0,78.0
Cytosol,Nicotinamide_adenine_dinucleotide,-0.72,0.06,1.0,78.0
Cytosol,Nicotinamide_adenine_dinucleotide_phosphate,-0.7,0.08,1.0,71.0
Cytosol,Oxygen,-0.7,0.04,1.0,78.0
Cytosol,Phosphate,-0.68,0.04,1.0,78.0
Cytosol,Photosynthesis,-0.7,0.08,1.0,78.0
Cytosol,Plasmodesma,-0.76,0.0,1.0,78.0
Cytosol,Protein,-0.62,0.0,1.0,78.0
Cytosol,Proton,-0.72,0.06,1.0,78.0
Cytosol,Protoplast,-0.78,0.0,1.0,78.0
Cytosol,Sucrose,0.1,0.02,1.0,78.0
Cytosol,Water,-0.7,0.060000000000000005,1.0,52.0
Cytosol,Water_potential,-0.78,0.0,1.0,78.0
DNA,Allele,0.0004865771812080523,0.016778523489932893,4.0,1192.0
DNA,Antibacterial,0.22,0.08,1.0,55.0
DNA,Bacteriophage,0.34518518518518515,0.027160493827160497,2.0,324.0
DNA,Carbon_dioxide,0.3798449612403101,0.006434108527131777,3.0,258.0
DNA,Chromatid,0.034666666666666665,0.034666666666666665,2.0,120.0
DNA,Complementary_DNA,-0.1,0.04000000000000001,1.0,57.0
DNA,DNA_ligase,-0.14,0.0,1.0,109.0
DNA,DNA_profiling,0.06,0.06,1.0,50.0
DNA,Dominance_(genetics),-0.005483870967741947,0.023870967741935485,3.0,248.0
DNA,Flagellum,0.12613718411552347,0.07010830324909746,2.0,277.0
DNA,Gel_electrophoresis,-0.16,0.02,1.0,119.0
DNA,Gene,0.23872146118721463,0.04819888381532217,4.0,1971.0
DNA,Genome,-0.013171471927162367,0.05836115326251896,3.0,659.0
DNA,Genotype,0.14849122807017545,0.05642105263157894,2.0,285.0
DNA,Green_fluorescent_protein,-0.1,0.04,1.0,69.0
DNA,Human_genome,-0.08,0.06,1.0,66.0
DNA,ISO/IEC_8859-14,0.16,0.02,1.0,51.0
DNA,Micrometre,0.32454212454212455,0.05128205128205129,2.0,546.0
DNA,Microorganism,0.64,0.08,1.0,60.0
DNA,Molecular_cloning,-0.14,0.0,1.0,57.0
DNA,Mutation,0.04386754966887417,0.04794701986754967,4.0,755.0
DNA,Nucleic_acid_thermodynamics,-0.16,0.0,1.0,53.0
DNA,Oligonucleotide,-0.12,0.0,1.0,75.0
DNA,Phosphodiester_bond,0.2,0.0,1.0,124.0
DNA,Plasmid,-0.07004651162790698,0.0353953488372093,3.0,430.0
DNA,Ploidy,0.15662192393736016,0.014921700223713643,4.0,894.0
DNA,Polymerase_chain_reaction,-0.07544910179640718,0.012574850299401199,2.0,167.0
DNA,Polyploid,0.1043661971830986,0.026760563380281693,2.0,142.0
DNA,Prokaryote,0.17742268041237114,0.012556701030927835,4.0,970.0
DNA,Receptor_(biochemistry),-0.005454545454545453,0.03090909090909092,2.0,308.0
DNA,Recombinant_DNA,0.08,0.08,1.0,68.0
DNA,Restriction_enzyme,-0.06490066225165564,0.016688741721854305,2.0,151.0
DNA,Rice,0.3902521008403361,0.06974789915966387,2.0,119.0
DNA,Transport_express_régional,-0.06,0.06,1.0,78.0
DNA,Water_potential,0.031176470588235295,0.0438235294117647,2.0,136.0
DNA,Zygosity,0.0003598971722365053,0.019794344473007718,3.0,389.0
DNA_ligase,8-bit,0.06,0.06,1.0,73.0
DNA_ligase,Antibody,0.04,0.04,1.0,109.0
DNA_ligase,Bacteria,0.06,0.06,1.0,109.0
DNA_ligase,Bacteriophage,0.62,0.04,1.0,109.0
DNA_ligase,Complementary_DNA,0.04000000000000001,0.04000000000000001,1.0,57.0
DNA_ligase,DNA,0.14,0.0,1.0,109.0
DNA_ligase,Gel_electrophoresis,-0.02,0.02,1.0,109.0
DNA_ligase,Gene,0.64,0.06,1.0,109.0
DNA_ligase,Genome,0.06,0.06,1.0,109.0
DNA_ligase,Green_fluorescent_protein,0.04,0.04,1.0,69.0
DNA_ligase,Human_genome,0.06,0.06,1.0,66.0
DNA_ligase,ISO/IEC_8859-14,0.3,0.02,1.0,51.0
DNA_ligase,Molecular_cloning,0.0,0.0,1.0,57.0
DNA_ligase,Nucleic_acid_thermodynamics,-0.02,0.0,1.0,53.0
DNA_ligase,Oligonucleotide,0.02,0.0,1.0,75.0
DNA_ligase,Phosphodiester_bond,0.34,0.0,1.0,109.0
DNA_ligase,Plasmid,0.0,0.02,1.0,109.0
DNA_ligase,Polymerase_chain_reaction,0.02,0.02,1.0,105.0
DNA_ligase,Restriction_enzyme,0.0,0.0,1.0,88.0
DNA_ligase,United_States,0.06,0.08,1.0,71.0
DNA_polymerase,Antibacterial,0.22,0.08,1.0,55.0
DNA_polymerase,DNA_repair,0.08,0.06,1.0,161.0
DNA_polymerase,DNA_replication,0.016404040404040407,0.016404040404040407,2.0,495.0
DNA_polymerase,Directionality_(molecular_biology),0.0032246376811594204,0.01677536231884058,2.0,552.0
DNA_polymerase,DnaB_helicase,0.0,0.02,1.0,54.0
DNA_polymerase,Endonuclease,0.1,0.04,1.0,64.0
DNA_polymerase,Epigenetics,-0.02,0.0,1.0,60.0
DNA_polymerase,Eukaryote,0.40775362318840574,0.027101449275362316,2.0,552.0
DNA_polymerase,Exonuclease,0.0,0.02,1.0,88.0
DNA_polymerase,Microorganism,0.64,0.08,1.0,60.0
DNA_polymerase,Mitochondrion,0.05827160493827159,0.06419753086419752,2.0,162.0
DNA_polymerase,Okazaki_fragments,0.0,0.02,1.0,51.0
DNA_polymerase,Phosphorylation,0.38,0.06,1.0,62.0
DNA_polymerase,Primer_(molecular_biology),0.0,0.019999999999999997,1.0,58.0
DNA_polymerase,Prokaryote,0.2899324324324324,0.015945945945945943,2.0,296.0
DNA_polymerase,Recombinant_DNA,0.08,0.08,1.0,68.0
DNA_polymerase,Reverse_transcriptase,0.16,0.04,1.0,71.0
DNA_polymerase,Telomerase,0.02,0.04,1.0,51.0
DNA_polymerase,Telomere,0.02,0.04,1.0,140.0
DNA_polymerase,Transport_express_régional,-0.06,0.06,1.0,78.0
DNA_profiling,Cell_division,0.02,0.02,1.0,50.0
DNA_profiling,Chromatid,0.04,0.04,1.0,50.0
DNA_profiling,Chromosome,0.06,0.04,1.0,50.0
DNA_profiling,Fertilisation,0.44,0.08,1.0,50.0
DNA_profiling,Gamete,0.06,0.06,1.0,50.0
DNA_profiling,Meiosis,0.06,0.04,1.0,50.0
DNA_profiling,Mitosis,0.04,0.04,1.0,50.0
DNA_profiling,Ploidy,0.42,0.06,1.0,50.0
DNA_profiling,Red_blood_cell,0.12,0.04,1.0,50.0
DNA_profiling,Sperm,0.06,0.06,1.0,50.0
DNA_repair,Homologous_recombination,0.04,0.04,1.0,120.0
DNA_repair,Phosphorylation,0.3,0.0,1.0,62.0
DNA_repair,RecA,0.02,0.04,1.0,156.0
DNA_replication,Antibacterial,0.22,0.08,1.0,55.0
DNA_replication,Cytoplasm,0.37622317596566524,0.05030042918454935,2.0,233.0
DNA_replication,DNA_repair,0.06,0.04,1.0,161.0
DNA_replication,Directionality_(molecular_biology),-0.01029850746268657,0.0,2.0,536.0
DNA_replication,DnaB_helicase,-0.02,0.0,1.0,54.0
DNA_replication,Endonuclease,0.08,0.02,1.0,64.0
DNA_replication,Eukaryote,0.3763432835820895,0.005447761194029853,2.0,536.0
DNA_replication,Exonuclease,-0.02,0.0,1.0,88.0
DNA_replication,Homologous_recombination,0.1,0.08,1.0,120.0
DNA_replication,Microorganism,0.64,0.08,1.0,60.0
DNA_replication,Mitochondrion,0.011034482758620682,0.02788177339901477,2.0,203.0
DNA_replication,Okazaki_fragments,-0.02,0.0,1.0,51.0
DNA_replication,Phosphorylation,0.36,0.04,1.0,62.0
DNA_replication,Primer_(molecular_biology),-0.019999999999999997,0.0,1.0,58.0
DNA_replication,RecA,0.08,0.08,1.0,156.0
DNA_replication,Receptor_(biochemistry),0.036683937823834195,0.04362694300518136,2.0,193.0
DNA_replication,Recombinant_DNA,0.08,0.08,1.0,68.0
DNA_replication,Reverse_transcriptase,0.14,0.02,1.0,71.0
DNA_replication,Telomerase,0.0,0.02,1.0,51.0
DNA_replication,Telomere,0.0,0.02,1.0,140.0
DNA_replication,Transport_express_régional,-0.06,0.06,1.0,78.0
DNA_supercoil,Acetylation,0.04,0.04,1.0,51.0
DNA_supercoil,Chromatin,0.04,0.04,1.0,96.0
DNA_supercoil,DNA_polymerase,0.08,0.06,1.0,96.0
DNA_supercoil,DNA_replication,0.10000000000000002,0.08,1.0,96.0
DNA_supercoil,Directionality_(molecular_biology),0.08,0.08,1.0,96.0
DNA_supercoil,DnaB_helicase,0.08,0.08,1.0,54.0
DNA_supercoil,Epigenetics,0.05999999999999999,0.05999999999999999,1.0,60.0
DNA_supercoil,Escherichia_coli,0.08,0.0,1.0,96.0
DNA_supercoil,Exonuclease,0.08,0.08,1.0,88.0
DNA_supercoil,Gene_expression,0.54,0.04,1.0,96.0
DNA_supercoil,Genetic_recombination,0.20000000000000004,0.04,1.0,96.0
DNA_supercoil,Histone,0.04,0.04,1.0,96.0
DNA_supercoil,N-terminus,0.42,0.04,1.0,78.0
DNA_supercoil,Nucleosome,0.04,0.04,1.0,96.0
DNA_supercoil,Okazaki_fragments,0.08,0.08,1.0,51.0
DNA_supercoil,Primer_(molecular_biology),0.07999999999999999,0.07999999999999999,1.0,58.0
DNA_supercoil,Protein_dimer,0.48,0.02,1.0,80.0
DNA_supercoil,Saccharomyces_cerevisiae,0.52,0.0,1.0,96.0
DNA_supercoil,Topoisomerase,0.0,0.0,1.0,96.0
DNA_supercoil,Tyrosine,0.22,0.0,1.0,96.0
DNA_supercoil,X_chromosome,0.54,0.04,1.0,53.0
DSM-5,Anxiety,-0.64,0.0,1.0,53.0
DSM-5,Anxiety_disorder,-0.64,0.0,1.0,53.0
DSM-5,Generalized_anxiety_disorder,-0.64,0.0,1.0,53.0
DSM-5,Neuron,-0.74,0.04,1.0,53.0
DSM-5,Neurotransmitter,-0.44,0.06,1.0,53.0
DSM-5,Norepinephrine,-0.4600000000000001,0.08,1.0,53.0
DSM-5,Obsessive–compulsive_disorder,-0.58,0.06,1.0,53.0
DSM-5,Posttraumatic_stress_disorder,-0.56,0.08,1.0,53.0
DSM-5,Psychodynamics,-0.74,0.0,1.0,53.0
DSM-5,United_States,-0.26,0.08,1.0,53.0
Depression_(mood),Anxiety,-0.08872727272727272,0.053858585858585856,3.0,495.0
Depression_(mood),Classical_conditioning,-0.5,0.06112676056338029,2.0,142.0
Depression_(mood),Hispanic_and_Latino_Americans,0.14,0.0,1.0,71.0
Depression_(mood),Mania,0.0,0.05999999999999999,1.0,60.0
Depression_(mood),Operant_conditioning,-0.48,0.07,2.0,128.0
Depression_(mood),Red,-0.56,0.0052173913043478265,2.0,115.0
Depression_(mood),Retina,-0.5600000000000002,0.0013793103448275844,2.0,145.0
Depression_(mood),Serotonin,0.1,0.04,1.0,103.0
Depression_(mood),United_States,0.07175824175824176,0.008186813186813188,3.0,364.0
Deuterostome,Auxin,0.060000000000000005,0.060000000000000005,1.0,86.0
Deuterostome,Eudicots,0.04,0.02,1.0,69.0
Deuterostome,Fertilizer,0.06,0.04,1.0,54.0
Deuterostome,Germination,0.06,0.06,1.0,61.0
Deuterostome,Gibberellin,0.06,0.06,1.0,69.0
Deuterostome,Lizard,0.12,0.020000000000000004,1.0,57.0
Deuterostome,Meristem,0.02,0.02,1.0,86.0
Deuterostome,Nitrogen,0.060000000000000005,0.04,1.0,86.0
Deuterostome,Nitrogen_fixation,0.44000000000000006,0.060000000000000005,1.0,86.0
Deuterostome,Phloem,0.04,0.04,1.0,86.0
Deuterostome,Reptile,0.02,0.02,1.0,66.0
Deuterostome,Stoma,0.04,0.04,1.0,86.0
Deuterostome,Water_potential,0.04,0.04,1.0,50.0
Deuterostome,Xylem,0.04,0.04,1.0,86.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Anxiety_disorder,0.02,0.02,1.0,78.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,DSM-5,0.66,0.02,1.0,53.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Generalized_anxiety_disorder,0.02,0.02,1.0,90.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Intelligence_quotient,0.72,0.0,1.0,51.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Obsessive–compulsive_disorder,0.08,0.08,1.0,86.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Psychodynamics,-0.08,0.02,1.0,121.0
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Psychotherapy,0.1982456140350877,0.003859649122807018,2.0,171.0
Diatom,Antheridium,0.1,0.04000000000000001,1.0,57.0
Diatom,Archegonium,0.1,0.06,1.0,76.0
Diatom,Bryophyte,0.04,0.04,1.0,76.0
Diatom,Equisetum,0.1,0.07999999999999999,1.0,58.0
Diatom,Fern,0.1,0.08,1.0,76.0
Diatom,Gametophyte,0.06,0.04,1.0,76.0
Diatom,Germination,0.24,0.04,1.0,76.0
Diatom,Leaf,0.32,0.08,1.0,76.0
Diatom,Lycopodiophyta,0.08,0.08,1.0,62.0
Diatom,Marchantiophyta,0.04,0.04,1.0,72.0
Diatom,Mineral,0.28,0.0,1.0,59.0
Diatom,Moss,0.06,0.06,1.0,56.0
Diatom,Sperm,0.16,0.04,1.0,76.0
Diatom,Sporangium,0.1,0.04,1.0,76.0
Diatom,Sporophyte,0.06,0.04,1.0,76.0
Diatom,Stele_(biology),0.08,0.08,1.0,55.0
Diatom,Stoma,0.48,0.06,1.0,76.0
Diatom,Vascular_plant,0.08,0.04,1.0,76.0
Diffusion,Active_site,0.04,0.04,1.0,71.0
Diffusion,Active_transport,0.0,0.0,1.0,74.0
Diffusion,Adenosine_triphosphate,0.04,0.04,1.0,106.0
Diffusion,Amino_acid,0.14,0.02,1.0,106.0
Diffusion,Ammonia,0.5,0.060000000000000005,1.0,86.0
Diffusion,Apoptosis,0.08,0.08,1.0,83.0
Diffusion,C4_carbon_fixation,0.06,0.06,1.0,53.0
Diffusion,Cancer,0.08,0.08,1.0,63.0
Diffusion,Carbohydrate,0.06,0.0,1.0,106.0
Diffusion,Carboxylic_acid,0.04,0.04,1.0,78.0
Diffusion,Cell_cycle,0.08,0.08,1.0,106.0
Diffusion,Cell_division,0.08,0.08,1.0,106.0
Diffusion,Cell_membrane,0.0,0.0,1.0,106.0
Diffusion,Cell_wall,-0.02,0.08,1.0,106.0
Diffusion,Cellular_respiration,0.060000000000000005,0.04,1.0,95.0
Diffusion,Chlorophyll,0.05999999999999999,0.05999999999999999,1.0,88.0
Diffusion,Chromatid,0.08,0.08,1.0,56.0
Diffusion,Chromosome,0.08,0.08,1.0,106.0
Diffusion,Citric_acid,0.04,0.04,1.0,60.0
Diffusion,Cyclic_adenosine_monophosphate,0.02,0.02,1.0,54.0
Diffusion,Cyclin-dependent_kinase,0.08,0.08,1.0,50.0
Diffusion,Cytoplasm,0.62,0.02,1.0,106.0
Diffusion,Earth,0.32,0.02,1.0,106.0
Diffusion,Enzyme,0.04,0.04,1.0,106.0
Diffusion,Epinephrine,0.02,0.02,1.0,75.0
Diffusion,Eukaryote,0.36,0.08,1.0,106.0
Diffusion,Fermentation,0.06,0.04,1.0,50.0
Diffusion,G_protein,0.02,0.02,1.0,56.0
Diffusion,Gibbs_free_energy,0.02,0.02,1.0,68.0
Diffusion,Glucose,0.76,0.0,1.0,106.0
Diffusion,Glycogen,0.76,0.02,1.0,66.0
Diffusion,Glycolysis,0.04,0.04,1.0,106.0
Diffusion,Glycoprotein,0.6,0.0,1.0,68.0
Diffusion,Hydrogen_ion,0.04,0.04,1.0,68.0
Diffusion,Hydrolysis,0.02,0.02,1.0,81.0
Diffusion,Ion,-0.06,0.04,1.0,106.0
Diffusion,Ion_channel,0.66,0.04,1.0,106.0
Diffusion,Light-independent_reactions,0.06,0.06,1.0,65.0
Diffusion,Liver,0.76,0.06,1.0,106.0
Diffusion,Lysozyme,0.3,0.04,1.0,52.0
Diffusion,Meiosis,0.08,0.08,1.0,106.0
Diffusion,Membrane_protein,0.0,0.0,1.0,65.0
Diffusion,Mitochondrion,-0.02,0.04,1.0,106.0
Diffusion,Mitosis,0.08,0.08,1.0,106.0
Diffusion,Nicotinamide_adenine_dinucleotide,0.04,0.04,1.0,106.0
Diffusion,Nicotinamide_adenine_dinucleotide_phosphate,0.06,0.06,1.0,59.0
Diffusion,Oxygen,0.72,0.06,1.0,106.0
Diffusion,PH,0.04,0.04,1.0,106.0
Diffusion,Phosphate,0.02,0.02,1.0,106.0
Diffusion,Photosynthesis,0.06,0.06,1.0,106.0
Diffusion,Polyploid,0.28,0.08,1.0,63.0
Diffusion,Prokaryote,0.33999999999999997,0.08,1.0,106.0
Diffusion,Protein,0.14,0.02,1.0,106.0
Diffusion,Protein_kinase,0.02,0.02,1.0,67.0
Diffusion,Proton,0.04,0.04,1.0,106.0
Diffusion,Receptor_(biochemistry),0.0,0.02,1.0,106.0
Diffusion,Signal_transduction,0.02,0.02,1.0,91.0
Diffusion,Sodium,0.64,0.0,1.0,106.0
Diffusion,Sucrose,0.48,0.06,1.0,75.0
Diffusion,Thylakoid,0.060000000000000005,0.04,1.0,72.0
Diffusion,Water,0.06,0.04,1.0,106.0
Dinoflagellate,Algae,0.0,0.0,1.0,64.0
Dinoflagellate,Antheridium,0.12,0.06,1.0,57.0
Dinoflagellate,Archegonium,0.12,0.08,1.0,64.0
Dinoflagellate,Bryophyte,0.06,0.06,1.0,64.0
Dinoflagellate,Diatom,0.02,0.02,1.0,64.0
Dinoflagellate,Gametophyte,0.08,0.06,1.0,64.0
Dinoflagellate,Germination,0.26,0.06,1.0,64.0
Dinoflagellate,Marchantiophyta,0.06,0.06,1.0,64.0
Dinoflagellate,Mineral,0.3,0.02,1.0,59.0
Dinoflagellate,Moss,0.08,0.08,1.0,56.0
Dinoflagellate,Ocean,0.0,0.0,1.0,56.0
Dinoflagellate,Oomycete,0.04,0.0,1.0,63.0
Dinoflagellate,Red_algae,0.02,0.0,1.0,64.0
Dinoflagellate,Slime_mold,0.04,0.0,1.0,59.0
Dinoflagellate,Sperm,0.18,0.06,1.0,64.0
Dinoflagellate,Sporangium,0.12,0.06,1.0,64.0
Dinoflagellate,Sporophyte,0.08,0.06,1.0,64.0
Dinoflagellate,Stoma,0.5,0.08,1.0,64.0
Dinoflagellate,Vascular_plant,0.1,0.06,1.0,64.0
Directionality_(molecular_biology),Antibacterial,0.2,0.08,1.0,55.0
Directionality_(molecular_biology),Cytoplasm,0.4079300291545189,0.0020991253644314836,2.0,343.0
Directionality_(molecular_biology),DNA_repair,0.08,0.04,1.0,161.0
Directionality_(molecular_biology),DNA_replication,0.01029850746268657,0.0,2.0,536.0
Directionality_(molecular_biology),DnaB_helicase,0.0,0.0,1.0,54.0
Directionality_(molecular_biology),Endonuclease,0.1,0.02,1.0,64.0
Directionality_(molecular_biology),Eukaryote,0.37452380952380954,0.002142857142857144,2.0,840.0
Directionality_(molecular_biology),Exonuclease,0.0,0.0,1.0,88.0
Directionality_(molecular_biology),Glucose,0.5545609065155808,0.022776203966005663,2.0,353.0
Directionality_(molecular_biology),Homologous_recombination,0.11999999999999998,0.08,1.0,120.0
Directionality_(molecular_biology),Microorganism,0.62,0.08,1.0,60.0
Directionality_(molecular_biology),Mitochondrion,-0.01949790794979081,0.011631799163179907,2.0,239.0
Directionality_(molecular_biology),Okazaki_fragments,0.0,0.0,1.0,51.0
Directionality_(molecular_biology),Phosphorylation,0.38,0.04,1.0,62.0
Directionality_(molecular_biology),Primer_(molecular_biology),0.0,0.0,1.0,58.0
Directionality_(molecular_biology),RecA,0.1,0.08,1.0,156.0
Directionality_(molecular_biology),Recombinant_DNA,0.06,0.08,1.0,68.0
Directionality_(molecular_biology),Reverse_transcriptase,0.16,0.02,1.0,71.0
Directionality_(molecular_biology),Telomerase,0.02,0.02,1.0,51.0
Directionality_(molecular_biology),Telomere,0.02,0.02,1.0,140.0
Directionality_(molecular_biology),Transport_express_régional,-0.08,0.06,1.0,78.0
DnaB_helicase,DNA_repair,0.08,0.04,1.0,54.0
DnaB_helicase,DNA_replication,0.02,0.0,1.0,54.0
DnaB_helicase,Directionality_(molecular_biology),0.0,0.0,1.0,54.0
DnaB_helicase,Endonuclease,0.1,0.02,1.0,54.0
DnaB_helicase,Eukaryote,0.44,0.02,1.0,54.0
DnaB_helicase,Exonuclease,0.0,0.0,1.0,54.0
DnaB_helicase,Homologous_recombination,0.12,0.08,1.0,54.0
DnaB_helicase,Okazaki_fragments,0.0,0.0,1.0,51.0
DnaB_helicase,Phosphorylation,0.38,0.04,1.0,54.0
DnaB_helicase,Primer_(molecular_biology),0.0,0.0,1.0,54.0
DnaB_helicase,Prokaryote,0.32,0.02,1.0,54.0
DnaB_helicase,RecA,0.1,0.08,1.0,54.0
DnaB_helicase,Reverse_transcriptase,0.16,0.02,1.0,54.0
DnaB_helicase,Telomerase,0.02,0.02,1.0,51.0
DnaB_helicase,Telomere,0.02,0.02,1.0,54.0
Dominance_(genetics),Active_site,0.03300813008130082,0.03300813008130082,2.0,123.0
Dominance_(genetics),Adenine,0.0,0.060000000000000005,1.0,52.0
Dominance_(genetics),Allele,0.0,0.0,3.0,248.0
Dominance_(genetics),Allele_frequency,0.05999999999999999,0.05999999999999999,1.0,74.0
Dominance_(genetics),Carbon_dioxide,0.07453333333333333,0.008266666666666657,2.0,150.0
Dominance_(genetics),Charles_Darwin,0.09147540983606559,0.07934426229508199,2.0,183.0
Dominance_(genetics),Cytoplasm,0.30855721393034824,0.05532338308457712,3.0,201.0
Dominance_(genetics),Enzyme_catalysis,0.16,0.08,1.0,52.0
Dominance_(genetics),Gene,0.14354838709677417,0.020322580645161303,3.0,248.0
Dominance_(genetics),Genotype,0.059689119170984455,0.0,2.0,193.0
Dominance_(genetics),Glucose,0.2642857142857143,0.010714285714285707,3.0,224.0
Dominance_(genetics),Hydrolysis,0.27225806451612905,0.03741935483870968,2.0,124.0
Dominance_(genetics),Hydroxyl,0.0025806451612903104,0.0025806451612903104,2.0,124.0
Dominance_(genetics),Mitochondrion,0.006280991735537173,0.0069421487603305776,3.0,242.0
Dominance_(genetics),Molecular_biology,-0.02,0.04,1.0,52.0
Dominance_(genetics),Mutation,0.07523809523809523,0.040571428571428564,3.0,210.0
Dominance_(genetics),Nanometre,0.09806451612903226,0.022580645161290314,2.0,124.0
Dominance_(genetics),Phenotype,0.004952380952380953,0.004952380952380953,3.0,210.0
Dominance_(genetics),Phosphate,0.03741935483870968,0.012258064516129043,2.0,124.0
Dominance_(genetics),Red_blood_cell,0.2450246305418719,0.006206896551724137,3.0,203.0
Dominance_(genetics),Ribose,0.7,0.08,1.0,52.0
Dominance_(genetics),Thymine,0.5,0.060000000000000005,1.0,52.0
Dominance_(genetics),Transport_express_régional,-0.04,0.08,1.0,72.0
Dominance_(genetics),Zygosity,0.0,0.0,3.0,248.0
Dopamine,Gender_identity_disorder,-0.04,0.06,1.0,53.0
Dopamine,Hallucination,0.04,0.08,1.0,55.0
Dopamine,Orgasm,-0.06,0.02,1.0,55.0
Earth,Active_site,-0.28,0.02,1.0,71.0
Earth,Adenosine_triphosphate,-0.19641577060931903,0.04279569892473119,2.0,558.0
Earth,Amino_acid,-0.096415770609319,0.003799283154121864,2.0,558.0
Earth,Ammonia,0.18,0.04,1.0,86.0
Earth,Apoptosis,-0.24,0.06,1.0,83.0
Earth,Cancer,-0.24,0.06,1.0,63.0
Earth,Carbohydrate,-0.15531531531531534,0.009909909909909908,2.0,222.0
Earth,Carboxylic_acid,-0.28,0.02,1.0,78.0
Earth,Cell_cycle,-0.12594059405940594,0.06712871287128712,2.0,202.0
Earth,Cell_membrane,-0.23641577060931904,0.0027956989247311837,2.0,558.0
Earth,Cell_wall,-0.19498371335504885,0.06690553745928339,2.0,307.0
Earth,Cellular_respiration,-0.09741935483870967,0.0664516129032258,2.0,155.0
Earth,Cellulose,0.08,0.06,1.0,102.0
Earth,Chromatid,-0.24,0.06,1.0,56.0
Earth,Chromosome,-0.1193069306930693,0.06524752475247525,2.0,404.0
Earth,Citric_acid,-0.28,0.02,1.0,60.0
Earth,Cyclic_adenosine_monophosphate,-0.3,0.0,1.0,54.0
Earth,Cyclin-dependent_kinase,-0.24,0.06,1.0,50.0
Earth,Cytoplasm,0.22793002915451896,0.01801749271137026,2.0,343.0
Earth,Dominance_(genetics),-0.22,0.08,1.0,72.0
Earth,Endoplasmic_reticulum,-0.1556521739130435,0.006086956521739128,2.0,230.0
Earth,Enzyme,-0.20021505376344087,0.04279569892473119,2.0,558.0
Earth,Epinephrine,-0.3,0.0,1.0,75.0
Earth,Fermentation,-0.26,0.02,1.0,50.0
Earth,G_protein,-0.3,0.0,1.0,56.0
Earth,Genotype,-0.06,0.08,1.0,164.0
Earth,Gibbs_free_energy,-0.3,0.0,1.0,68.0
Earth,Glycogen,0.44,0.0,1.0,66.0
Earth,Glycolysis,-0.12749003984063745,0.06852589641434263,2.0,251.0
Earth,Golgi_apparatus,-0.08146341463414636,0.02463414634146341,2.0,164.0
Earth,Hydrolysis,-0.3,0.0,1.0,81.0
Earth,Ion,-0.111044776119403,0.04768656716417911,2.0,536.0
Earth,Ion_channel,0.34,0.020000000000000004,1.0,115.0
Earth,Liver,0.44,0.04,1.0,113.0
Earth,Lysozyme,-0.02,0.02,1.0,52.0
Earth,Microfibril,0.08,0.08,1.0,56.0
Earth,Microtubule,-0.08116279069767442,0.03395348837209302,2.0,172.0
Earth,Mitochondrion,-0.18411764705882355,0.03558823529411764,2.0,272.0
Earth,Mitosis,-0.0944206008583691,0.06909871244635193,2.0,233.0
Earth,Nicotinamide_adenine_dinucleotide,-0.09493562231759659,0.07888412017167382,2.0,233.0
Earth,Nuclear_membrane,0.060000000000000005,0.060000000000000005,1.0,52.0
Earth,Nucleotide,-0.07325077399380805,0.03715170278637771,2.0,323.0
Earth,Oxygen,0.35820788530465947,0.05899641577060932,2.0,558.0
Earth,PH,-0.28,0.02,1.0,179.0
Earth,Phenotype,-0.22,0.07999999999999999,1.0,232.0
Earth,Phosphate,-0.049999999999999975,0.07,2.0,212.0
Earth,Photosynthesis,-0.1554260089686099,0.07327354260089686,2.0,446.0
Earth,Protein,-0.096415770609319,0.018996415770609322,2.0,558.0
Earth,Protein_kinase,-0.3,0.0,1.0,67.0
Earth,Proton,-0.1344117647058824,0.0663235294117647,2.0,272.0
Earth,RNA,-0.19362025316455694,0.020506329113924044,2.0,395.0
Earth,Receptor_(biochemistry),-0.32,0.0,1.0,245.0
Earth,Signal_transduction,-0.3,0.0,1.0,91.0
Earth,Starch,-0.12405228758169935,0.002091503267973858,2.0,153.0
Earth,Thylakoid,0.002022471910112356,0.04382022471910112,2.0,178.0
Earth,Vacuole,-0.10703296703296705,0.01824175824175824,2.0,182.0
Earth,Water,-0.14946859903381646,0.05516908212560386,2.0,207.0
